id_coupure,date_publication,date_debut,heure_debut,date_fin,heure_fin,duree_minutes,annee,mois,jour_semaine,periode_journee,region,province,ville,zone,latitude,longitude,type_coupure,cause,statut,source_name,source_type,url_source,niveau_confiance,niveau_impact,temperature_max,precipitation,irradiation_solaire,duree_heures,coupure_longue,debut_datetime,heure_num,jour_num,weekend,classe_duree,risque_zone
322,2025-06-22,2025-06-22,06:00,2025-06-22,12:00,360,2025,6,Sunday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,perturbation,orage ou intempéries,terminée,Donnée expérimentale,simulation,,0.2,élevé,30.5,1.8,5.07,6.0,True,2025-06-22 06:00:00,6,6,True,longue,23
323,2022-07-03,2022-07-03,09:00,2022-07-03,13:00,240,2022,7,Sunday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,imprévue,surcharge du réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,35.6,5.8,6.03,4.0,True,2022-07-03 09:00:00,9,6,True,moyenne,56
324,2023-11-24,2023-11-27,18:30,2023-11-28,00:30,360,2023,11,Monday,soir,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,élevé,40.5,2.9,6.1,6.0,True,2023-11-27 18:30:00,18,0,False,longue,31
325,2020-09-16,2020-09-18,20:30,2020-09-19,02:30,360,2020,9,Friday,soir,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,travaux,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,34.0,0.0,6.35,6.0,True,2020-09-18 20:30:00,20,4,False,longue,28
326,2024-06-03,2024-06-05,10:00,2024-06-05,13:00,180,2024,6,Wednesday,matin,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,travaux,déficit de production,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,42.0,2.4,4.99,3.0,False,2024-06-05 10:00:00,10,2,False,moyenne,19
327,2025-12-12,2025-12-12,20:00,2025-12-12,21:00,60,2025,12,Friday,soir,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,prévue,travaux entretien réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,30.3,2.0,6.55,1.0,False,2025-12-12 20:00:00,20,4,False,courte,24
328,2020-05-16,2020-05-18,06:00,2020-05-18,11:00,300,2020,5,Monday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,imprévue,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,41.2,6.0,5.78,5.0,True,2020-05-18 06:00:00,6,0,False,longue,56
329,2026-02-01,2026-02-03,18:00,2026-02-04,00:00,360,2026,2,Tuesday,soir,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,imprévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,31.7,0.0,6.23,6.0,True,2026-02-03 18:00:00,18,1,False,longue,24
330,2020-02-01,2020-02-02,07:00,2020-02-02,09:00,120,2020,2,Sunday,matin,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,imprévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,moyen,37.2,1.4,6.08,2.0,False,2020-02-02 07:00:00,7,6,True,moyenne,28
331,2024-12-28,2024-12-31,12:00,2024-12-31,13:00,60,2024,12,Tuesday,après-midi,Centre,Kadiogo,Ouagadougou,Bendogo,12.373,-1.44,imprévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,faible,33.0,0.0,4.56,1.0,False,2024-12-31 12:00:00,12,1,False,courte,6
332,2023-04-08,2023-04-10,09:00,2023-04-10,17:00,480,2023,4,Monday,matin,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,perturbation,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,31.5,0.0,4.58,8.0,True,2023-04-10 09:00:00,9,0,False,longue,16
333,2023-02-02,2023-02-05,14:00,2023-02-05,15:30,90,2023,2,Sunday,après-midi,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,perturbation,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,31.5,0.0,6.8,1.5,False,2023-02-05 14:00:00,14,6,True,moyenne,26
334,2022-06-17,2022-06-18,10:00,2022-06-18,11:00,60,2022,6,Saturday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,perturbation,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,faible,41.4,5.3,5.57,1.0,False,2022-06-18 10:00:00,10,5,True,courte,31
335,2024-03-14,2024-03-14,07:00,2024-03-14,09:00,120,2024,3,Thursday,matin,Centre,Kadiogo,Ouagadougou,Rayongo,12.318,-1.451,prévue,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,moyen,30.0,0.0,5.47,2.0,False,2024-03-14 07:00:00,7,3,False,moyenne,6
336,2021-12-22,2021-12-22,12:00,2021-12-22,18:00,360,2021,12,Wednesday,après-midi,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,élevé,39.6,0.0,5.96,6.0,True,2021-12-22 12:00:00,12,2,False,longue,25
337,2023-02-17,2023-02-17,16:30,2023-02-18,00:30,480,2023,2,Friday,après-midi,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,prévue,incident technique,terminée,Donnée expérimentale,simulation,,0.2,élevé,31.1,1.8,6.31,8.0,True,2023-02-17 16:30:00,16,4,False,longue,13
338,2023-04-22,2023-04-25,20:00,2023-04-25,21:30,90,2023,4,Tuesday,soir,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,perturbation,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,33.5,3.5,4.55,1.5,False,2023-04-25 20:00:00,20,1,False,moyenne,26
339,2021-03-06,2021-03-07,20:00,2021-03-08,04:00,480,2021,3,Sunday,soir,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,perturbation,incident technique,terminée,Donnée expérimentale,simulation,,0.2,élevé,35.8,0.0,6.57,8.0,True,2021-03-07 20:00:00,20,6,True,longue,21
340,2025-01-25,2025-01-25,07:00,2025-01-25,11:00,240,2025,1,Saturday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,travaux,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,33.3,0.0,5.59,4.0,True,2025-01-25 07:00:00,7,5,True,moyenne,56
341,2020-09-18,2020-09-18,20:00,2020-09-19,02:00,360,2020,9,Friday,soir,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,travaux,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,40.2,0.0,6.46,6.0,True,2020-09-18 20:00:00,20,4,False,longue,56
342,2025-08-19,2025-08-22,12:00,2025-08-22,16:00,240,2025,8,Friday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,imprévue,surcharge du réseau,terminée,Donnée expérimentale,simulation,,0.2,moyen,31.2,3.1,5.03,4.0,True,2025-08-22 12:00:00,12,4,False,moyenne,19
343,2026-03-03,2026-03-03,08:00,2026-03-03,09:00,60,2026,3,Tuesday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,imprévue,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,faible,40.7,3.9,6.22,1.0,False,2026-03-03 08:00:00,8,1,False,courte,56
344,2022-10-06,2022-10-07,18:00,2022-10-07,23:00,300,2022,10,Friday,soir,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,incident technique,terminée,Donnée expérimentale,simulation,,0.2,élevé,41.4,2.5,5.01,5.0,True,2022-10-07 18:00:00,18,4,False,longue,26
345,2026-04-13,2026-04-16,07:30,2026-04-16,12:30,300,2026,4,Thursday,matin,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,perturbation,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,élevé,40.6,0.7,5.05,5.0,True,2026-04-16 07:30:00,7,3,False,longue,28
346,2022-09-21,2022-09-23,14:00,2022-09-23,18:00,240,2022,9,Friday,après-midi,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,imprévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,moyen,41.2,1.5,5.35,4.0,True,2022-09-23 14:00:00,14,4,False,moyenne,21
347,2025-10-07,2025-10-10,12:00,2025-10-10,14:00,120,2025,10,Friday,après-midi,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,perturbation,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,37.5,0.0,6.59,2.0,False,2025-10-10 12:00:00,12,4,False,moyenne,26
348,2020-07-20,2020-07-21,09:00,2020-07-21,14:00,300,2020,7,Tuesday,matin,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,prévue,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,34.5,1.3,6.53,5.0,True,2020-07-21 09:00:00,9,1,False,longue,17
349,2024-12-19,2024-12-21,18:30,2024-12-21,20:30,120,2024,12,Saturday,soir,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,prévue,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,33.6,0.9,6.73,2.0,False,2024-12-21 18:30:00,18,5,True,moyenne,16
350,2020-05-06,2020-05-06,06:00,2020-05-06,09:00,180,2020,5,Wednesday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,raccordement nouveaux postes,terminée,Donnée expérimentale,simulation,,0.2,moyen,38.6,0.0,5.68,3.0,False,2020-05-06 06:00:00,6,2,False,moyenne,56
351,2020-08-19,2020-08-22,14:00,2020-08-22,22:00,480,2020,8,Saturday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,imprévue,raccordement nouveaux postes,terminée,Signalement utilisateur,terrain,,0.55,élevé,34.4,0.8,6.66,8.0,True,2020-08-22 14:00:00,14,5,True,longue,28
352,2024-12-21,2024-12-21,16:00,2024-12-22,00:00,480,2024,12,Saturday,après-midi,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,prévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,40.9,0.0,6.7,8.0,True,2024-12-21 16:00:00,16,5,True,longue,12
353,2024-12-30,2024-12-30,18:30,2024-12-30,22:30,240,2024,12,Monday,soir,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,prévue,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,42.4,0.0,5.01,4.0,True,2024-12-30 18:30:00,18,0,False,moyenne,17
354,2022-10-11,2022-10-11,09:30,2022-10-11,11:30,120,2022,10,Tuesday,matin,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,prévue,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,29.5,0.0,4.63,2.0,False,2022-10-11 09:30:00,9,1,False,moyenne,21
355,2024-09-17,2024-09-17,07:00,2024-09-17,11:00,240,2024,9,Tuesday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,travaux,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,36.0,5.9,4.92,4.0,True,2024-09-17 07:00:00,7,1,False,moyenne,56
356,2025-01-05,2025-01-06,10:00,2025-01-06,14:00,240,2025,1,Monday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,imprévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,39.3,0.0,5.99,4.0,True,2025-01-06 10:00:00,10,0,False,moyenne,24
357,2024-07-12,2024-07-12,14:00,2024-07-12,18:00,240,2024,7,Friday,après-midi,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,imprévue,incident technique,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,34.5,1.1,4.5,4.0,True,2024-07-12 14:00:00,14,4,False,moyenne,21
358,2025-03-02,2025-03-05,06:00,2025-03-05,14:00,480,2025,3,Wednesday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,40.0,0.0,5.93,8.0,True,2025-03-05 06:00:00,6,2,False,longue,25
359,2023-12-14,2023-12-17,14:00,2023-12-17,22:00,480,2023,12,Sunday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,imprévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,29.1,0.0,5.28,8.0,True,2023-12-17 14:00:00,14,6,True,longue,31
360,2021-01-03,2021-01-05,07:00,2021-01-05,11:00,240,2021,1,Tuesday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,incident technique,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,34.2,4.5,6.18,4.0,True,2021-01-05 07:00:00,7,1,False,moyenne,31
